,Id,ActivityHour,Calories
78,1503960366,4/15/2016 6:00:00 AM,47
79,1503960366,4/15/2016 7:00:00 AM,49
80,1503960366,4/15/2016 8:00:00 AM,54
81,1503960366,4/15/2016 9:00:00 AM,50
82,1503960366,4/15/2016 10:00:00 AM,63
83,1503960366,4/15/2016 11:00:00 AM,84
84,1503960366,4/15/2016 12:00:00 PM,74
85,1503960366,4/15/2016 1:00:00 PM,67
86,1503960366,4/15/2016 2:00:00 PM,47
87,1503960366,4/15/2016 3:00:00 PM,47
88,1503960366,4/15/2016 4:00:00 PM,47
89,1503960366,4/15/2016 5:00:00 PM,140
90,1503960366,4/15/2016 6:00:00 PM,87
91,1503960366,4/15/2016 7:00:00 PM,97
92,1503960366,4/15/2016 8:00:00 PM,64
93,1503960366,4/15/2016 9:00:00 PM,75
94,1503960366,4/15/2016 10:00:00 PM,151
95,1503960366,4/15/2016 11:00:00 PM,182
96,1503960366,4/16/2016 12:00:00 AM,77
97,1503960366,4/16/2016 1:00:00 AM,48
98,1503960366,4/16/2016 2:00:00 AM,52
99,1503960366,4/16/2016 3:00:00 AM,48
100,1503960366,4/16/2016 4:00:00 AM,49
101,1503960366,4/16/2016 5:00:00 AM,49
102,1503960366,4/16/2016 6:00:00 AM,48
103,1503960366,4/16/2016 7:00:00 AM,54
104,1503960366,4/16/2016 8:00:00 AM,62
105,1503960366,4/16/2016 9:00:00 AM,124
106,1503960366,4/16/2016 10:00:00 AM,110
107,1503960366,4/16/2016 11:00:00 AM,147
108,1503960366,4/16/2016 12:00:00 PM,119
109,1503960366,4/16/2016 1:00:00 PM,214
110,1503960366,4/16/2016 2:00:00 PM,82
111,1503960366,4/16/2016 3:00:00 PM,51
112,1503960366,4/16/2016 4:00:00 PM,54
113,1503960366,4/16/2016 5:00:00 PM,79
114,1503960366,4/16/2016 6:00:00 PM,65
115,1503960366,4/16/2016 7:00:00 PM,67
116,1503960366,4/16/2016 8:00:00 PM,81
117,1503960366,4/16/2016 9:00:00 PM,75
118,1503960366,4/16/2016 10:00:00 PM,55
119,1503960366,4/16/2016 11:00:00 PM,56
120,1503960366,4/17/2016 12:00:00 AM,47
121,1503960366,4/17/2016 1:00:00 AM,48
122,1503960366,4/17/2016 2:00:00 AM,47
123,1503960366,4/17/2016 3:00:00 AM,49
124,1503960366,4/17/2016 4:00:00 AM,48
125,1503960366,4/17/2016 5:00:00 AM,48
126,1503960366,4/17/2016 6:00:00 AM,48
127,1503960366,4/17/2016 7:00:00 AM,48
128,1503960366,4/17/2016 8:00:00 AM,48
129,1503960366,4/17/2016 9:00:00 AM,48
130,1503960366,4/17/2016 10:00:00 AM,47
131,1503960366,4/17/2016 11:00:00 AM,63
132,1503960366,4/17/2016 12:00:00 PM,76
133,1503960366,4/17/2016 1:00:00 PM,83
134,1503960366,4/17/2016 2:00:00 PM,69
135,1503960366,4/17/2016 3:00:00 PM,73
136,1503960366,4/17/2016 4:00:00 PM,57
137,1503960366,4/17/2016 5:00:00 PM,174
138,1503960366,4/17/2016 6:00:00 PM,136
139,1503960366,4/17/2016 7:00:00 PM,95
140,1503960366,4/17/2016 8:00:00 PM,191
141,1503960366,4/17/2016 9:00:00 PM,79
142,1503960366,4/17/2016 10:00:00 PM,58
143,1503960366,4/17/2016 11:00:00 PM,50
144,1503960366,4/18/2016 12:00:00 AM,82
145,1503960366,4/18/2016 1:00:00 AM,48
146,1503960366,4/18/2016 2:00:00 AM,47
147,1503960366,4/18/2016 3:00:00 AM,47
148,1503960366,4/18/2016 4:00:00 AM,47
149,1503960366,4/18/2016 5:00:00 AM,47
150,1503960366,4/18/2016 6:00:00 AM,47
151,1503960366,4/18/2016 7:00:00 AM,47
152,1503960366,4/18/2016 8:00:00 AM,47
153,1503960366,4/18/2016 9:00:00 AM,133
154,1503960366,4/18/2016 10:00:00 AM,81
155,1503960366,4/18/2016 11:00:00 AM,73
156,1503960366,4/18/2016 12:00:00 PM,118
157,1503960366,4/18/2016 1:00:00 PM,70
158,1503960366,4/18/2016 2:00:00 PM,64
159,1503960366,4/18/2016 3:00:00 PM,80
160,1503960366,4/18/2016 4:00:00 PM,78
161,1503960366,4/18/2016 5:00:00 PM,79
162,1503960366,4/18/2016 6:00:00 PM,234
163,1503960366,4/18/2016 7:00:00 PM,157
164,1503960366,4/18/2016 8:00:00 PM,57
165,1503960366,4/18/2016 9:00:00 PM,68
166,1503960366,4/18/2016 10:00:00 PM,86
167,1503960366,4/18/2016 11:00:00 PM,83
168,1503960366,4/19/2016 12:00:00 AM,47
169,1503960366,4/19/2016 1:00:00 AM,49
170,1503960366,4/19/2016 2:00:00 AM,47
171,1503960366,4/19/2016 3:00:00 AM,50
172,1503960366,4/19/2016 4:00:00 AM,47
173,1503960366,4/19/2016 5:00:00 AM,47
174,1503960366,4/19/2016 6:00:00 AM,49
175,1503960366,4/19/2016 7:00:00 AM,75
176,1503960366,4/19/2016 8:00:00 AM,130
177,1503960366,4/19/2016 9:00:00 AM,79
178,1503960366,4/19/2016 10:00:00 AM,75
179,1503960366,4/19/2016 11:00:00 AM,72
180,1503960366,4/19/2016 12:00:00 PM,143
181,1503960366,4/19/2016 1:00:00 PM,171
182,1503960366,4/19/2016 2:00:00 PM,76
183,1503960366,4/19/2016 3:00:00 PM,72
184,1503960366,4/19/2016 4:00:00 PM,71
185,1503960366,4/19/2016 5:00:00 PM,90
186,1503960366,4/19/2016 6:00:00 PM,120
187,1503960366,4/19/2016 7:00:00 PM,93
188,1503960366,4/19/2016 8:00:00 PM,159
189,1503960366,4/19/2016 9:00:00 PM,94
190,1503960366,4/19/2016 10:00:00 PM,58
191,1503960366,4/19/2016 11:00:00 PM,120
192,1503960366,4/20/2016 12:00:00 AM,54
193,1503960366,4/20/2016 1:00:00 AM,53
194,1503960366,4/20/2016 2:00:00 AM,47
195,1503960366,4/20/2016 3:00:00 AM,48
196,1503960366,4/20/2016 4:00:00 AM,48
197,1503960366,4/20/2016 5:00:00 AM,47
198,1503960366,4/20/2016 6:00:00 AM,48
199,1503960366,4/20/2016 7:00:00 AM,51
200,1503960366,4/20/2016 8:00:00 AM,70
201,1503960366,4/20/2016 9:00:00 AM,144
202,1503960366,4/20/2016 10:00:00 AM,79
203,1503960366,4/20/2016 11:00:00 AM,58
204,1503960366,4/20/2016 12:00:00 PM,64
205,1503960366,4/20/2016 1:00:00 PM,61
206,1503960366,4/20/2016 2:00:00 PM,113
207,1503960366,4/20/2016 3:00:00 PM,97
208,1503960366,4/20/2016 4:00:00 PM,70
209,1503960366,4/20/2016 5:00:00 PM,57
210,1503960366,4/20/2016 6:00:00 PM,114
211,1503960366,4/20/2016 7:00:00 PM,117
212,1503960366,4/20/2016 8:00:00 PM,80
213,1503960366,4/20/2016 9:00:00 PM,83
214,1503960366,4/20/2016 10:00:00 PM,62
215,1503960366,4/20/2016 11:00:00 PM,120
216,1503960366,4/21/2016 12:00:00 AM,54
217,1503960366,4/21/2016 1:00:00 AM,61
218,1503960366,4/21/2016 2:00:00 AM,55
219,1503960366,4/21/2016 3:00:00 AM,48
220,1503960366,4/21/2016 4:00:00 AM,47
221,1503960366,4/21/2016 5:00:00 AM,47
222,1503960366,4/21/2016 6:00:00 AM,48
223,1503960366,4/21/2016 7:00:00 AM,52
224,1503960366,4/21/2016 8:00:00 AM,71
225,1503960366,4/21/2016 9:00:00 AM,133
226,1503960366,4/21/2016 10:00:00 AM,77
227,1503960366,4/21/2016 11:00:00 AM,55
228,1503960366,4/21/2016 12:00:00 PM,73
229,1503960366,4/21/2016 1:00:00 PM,113
230,1503960366,4/21/2016 2:00:00 PM,58
231,1503960366,4/21/2016 3:00:00 PM,68
232,1503960366,4/21/2016 4:00:00 PM,60
233,1503960366,4/21/2016 5:00:00 PM,60
234,1503960366,4/21/2016 6:00:00 PM,69
235,1503960366,4/21/2016 7:00:00 PM,64
236,1503960366,4/21/2016 8:00:00 PM,213
237,1503960366,4/21/2016 9:00:00 PM,104
238,1503960366,4/21/2016 10:00:00 PM,63
239,1503960366,4/21/2016 11:00:00 PM,84
240,1503960366,4/22/2016 12:00:00 AM,47
241,1503960366,4/22/2016 1:00:00 AM,47
242,1503960366,4/22/2016 2:00:00 AM,47
243,1503960366,4/22/2016 3:00:00 AM,47
244,1503960366,4/22/2016 4:00:00 AM,47
245,1503960366,4/22/2016 5:00:00 AM,47
246,1503960366,4/22/2016 6:00:00 AM,47
247,1503960366,4/22/2016 7:00:00 AM,47
248,1503960366,4/22/2016 8:00:00 AM,47
249,1503960366,4/22/2016 9:00:00 AM,65
250,1503960366,4/22/2016 10:00:00 AM,54
251,1503960366,4/22/2016 11:00:00 AM,102
252,1503960366,4/22/2016 12:00:00 PM,57
253,1503960366,4/22/2016 1:00:00 PM,60
254,1503960366,4/22/2016 2:00:00 PM,54
255,1503960366,4/22/2016 3:00:00 PM,66
256,1503960366,4/22/2016 4:00:00 PM,58
257,1503960366,4/22/2016 5:00:00 PM,104
258,1503960366,4/22/2016 6:00:00 PM,87
259,1503960366,4/22/2016 7:00:00 PM,82
260,1503960366,4/22/2016 8:00:00 PM,71
262,1503960366,4/22/2016 10:00:00 PM,95
263,1503960366,4/22/2016 11:00:00 PM,136
264,1503960366,4/23/2016 12:00:00 AM,63
265,1503960366,4/23/2016 1:00:00 AM,47
266,1503960366,4/23/2016 2:00:00 AM,49
267,1503960366,4/23/2016 3:00:00 AM,47
268,1503960366,4/23/2016 4:00:00 AM,47
269,1503960366,4/23/2016 5:00:00 AM,48
270,1503960366,4/23/2016 6:00:00 AM,50
271,1503960366,4/23/2016 7:00:00 AM,48
272,1503960366,4/23/2016 8:00:00 AM,59
273,1503960366,4/23/2016 9:00:00 AM,75
274,1503960366,4/23/2016 10:00:00 AM,56
275,1503960366,4/23/2016 11:00:00 AM,84
276,1503960366,4/23/2016 12:00:00 PM,129
277,1503960366,4/23/2016 1:00:00 PM,129
278,1503960366,4/23/2016 2:00:00 PM,78
279,1503960366,4/23/2016 3:00:00 PM,73
280,1503960366,4/23/2016 4:00:00 PM,140
281,1503960366,4/23/2016 5:00:00 PM,121
282,1503960366,4/23/2016 6:00:00 PM,173
283,1503960366,4/23/2016 7:00:00 PM,51
284,1503960366,4/23/2016 8:00:00 PM,63
285,1503960366,4/23/2016 9:00:00 PM,162
286,1503960366,4/23/2016 10:00:00 PM,96
287,1503960366,4/23/2016 11:00:00 PM,60
288,1503960366,4/24/2016 12:00:00 AM,66
289,1503960366,4/24/2016 1:00:00 AM,54
290,1503960366,4/24/2016 2:00:00 AM,48
291,1503960366,4/24/2016 3:00:00 AM,48
292,1503960366,4/24/2016 4:00:00 AM,49
293,1503960366,4/24/2016 5:00:00 AM,48
294,1503960366,4/24/2016 6:00:00 AM,49
295,1503960366,4/24/2016 7:00:00 AM,47
296,1503960366,4/24/2016 8:00:00 AM,49
297,1503960366,4/24/2016 9:00:00 AM,59
298,1503960366,4/24/2016 10:00:00 AM,90
299,1503960366,4/24/2016 11:00:00 AM,67
300,1503960366,4/24/2016 12:00:00 PM,82
301,1503960366,4/24/2016 1:00:00 PM,74
302,1503960366,4/24/2016 2:00:00 PM,52
303,1503960366,4/24/2016 3:00:00 PM,52
304,1503960366,4/24/2016 4:00:00 PM,102
305,1503960366,4/24/2016 5:00:00 PM,86
306,1503960366,4/24/2016 6:00:00 PM,115
307,1503960366,4/24/2016 7:00:00 PM,270
308,1503960366,4/24/2016 8:00:00 PM,76
309,1503960366,4/24/2016 9:00:00 PM,74
310,1503960366,4/24/2016 10:00:00 PM,61
311,1503960366,4/24/2016 11:00:00 PM,72
312,1503960366,4/25/2016 12:00:00 AM,62
313,1503960366,4/25/2016 1:00:00 AM,53
314,1503960366,4/25/2016 2:00:00 AM,57
315,1503960366,4/25/2016 3:00:00 AM,47
316,1503960366,4/25/2016 4:00:00 AM,50
317,1503960366,4/25/2016 5:00:00 AM,49
318,1503960366,4/25/2016 6:00:00 AM,47
319,1503960366,4/25/2016 7:00:00 AM,52
320,1503960366,4/25/2016 8:00:00 AM,83
321,1503960366,4/25/2016 9:00:00 AM,146
322,1503960366,4/25/2016 10:00:00 AM,73
323,1503960366,4/25/2016 11:00:00 AM,121
324,1503960366,4/25/2016 12:00:00 PM,92
325,1503960366,4/25/2016 1:00:00 PM,75
326,1503960366,4/25/2016 2:00:00 PM,62
327,1503960366,4/25/2016 3:00:00 PM,76
328,1503960366,4/25/2016 4:00:00 PM,71
329,1503960366,4/25/2016 5:00:00 PM,67
330,1503960366,4/25/2016 6:00:00 PM,61
331,1503960366,4/25/2016 7:00:00 PM,182
332,1503960366,4/25/2016 8:00:00 PM,95
333,1503960366,4/25/2016 9:00:00 PM,267
334,1503960366,4/25/2016 10:00:00 PM,68
335,1503960366,4/25/2016 11:00:00 PM,54
336,1503960366,4/26/2016 12:00:00 AM,56
337,1503960366,4/26/2016 1:00:00 AM,66
338,1503960366,4/26/2016 2:00:00 AM,51
339,1503960366,4/26/2016 3:00:00 AM,64
340,1503960366,4/26/2016 4:00:00 AM,48
341,1503960366,4/26/2016 5:00:00 AM,49
342,1503960366,4/26/2016 6:00:00 AM,48
343,1503960366,4/26/2016 7:00:00 AM,52
344,1503960366,4/26/2016 8:00:00 AM,67
345,1503960366,4/26/2016 9:00:00 AM,139
346,1503960366,4/26/2016 10:00:00 AM,92
347,1503960366,4/26/2016 11:00:00 AM,78
348,1503960366,4/26/2016 12:00:00 PM,74
349,1503960366,4/26/2016 1:00:00 PM,126
350,1503960366,4/26/2016 2:00:00 PM,142
351,1503960366,4/26/2016 3:00:00 PM,74
352,1503960366,4/26/2016 4:00:00 PM,93
353,1503960366,4/26/2016 5:00:00 PM,60
354,1503960366,4/26/2016 6:00:00 PM,169
355,1503960366,4/26/2016 7:00:00 PM,73
356,1503960366,4/26/2016 8:00:00 PM,127
357,1503960366,4/26/2016 9:00:00 PM,79
358,1503960366,4/26/2016 10:00:00 PM,66
359,1503960366,4/26/2016 11:00:00 PM,80
360,1503960366,4/27/2016 12:00:00 AM,68
361,1503960366,4/27/2016 1:00:00 AM,59
362,1503960366,4/27/2016 2:00:00 AM,53
363,1503960366,4/27/2016 3:00:00 AM,47
364,1503960366,4/27/2016 4:00:00 AM,47
365,1503960366,4/27/2016 5:00:00 AM,47
366,1503960366,4/27/2016 6:00:00 AM,47
367,1503960366,4/27/2016 7:00:00 AM,47
368,1503960366,4/27/2016 8:00:00 AM,47
369,1503960366,4/27/2016 9:00:00 AM,149
370,1503960366,4/27/2016 10:00:00 AM,93
371,1503960366,4/27/2016 11:00:00 AM,100
372,1503960366,4/27/2016 12:00:00 PM,89
373,1503960366,4/27/2016 1:00:00 PM,76
374,1503960366,4/27/2016 2:00:00 PM,150
375,1503960366,4/27/2016 3:00:00 PM,63
376,1503960366,4/27/2016 4:00:00 PM,64
377,1503960366,4/27/2016 5:00:00 PM,73
378,1503960366,4/27/2016 6:00:00 PM,178
380,1503960366,4/27/2016 8:00:00 PM,174
381,1503960366,4/27/2016 9:00:00 PM,76
382,1503960366,4/27/2016 10:00:00 PM,47
383,1503960366,4/27/2016 11:00:00 PM,47
384,1503960366,4/28/2016 12:00:00 AM,47
385,1503960366,4/28/2016 1:00:00 AM,62
386,1503960366,4/28/2016 2:00:00 AM,48
387,1503960366,4/28/2016 3:00:00 AM,47
388,1503960366,4/28/2016 4:00:00 AM,48
389,1503960366,4/28/2016 5:00:00 AM,47
390,1503960366,4/28/2016 6:00:00 AM,48
391,1503960366,4/28/2016 7:00:00 AM,49
392,1503960366,4/28/2016 8:00:00 AM,63
393,1503960366,4/28/2016 9:00:00 AM,116
394,1503960366,4/28/2016 10:00:00 AM,105
395,1503960366,4/28/2016 11:00:00 AM,73
396,1503960366,4/28/2016 12:00:00 PM,78
397,1503960366,4/28/2016 1:00:00 PM,108
398,1503960366,4/28/2016 2:00:00 PM,124
399,1503960366,4/28/2016 3:00:00 PM,61
400,1503960366,4/28/2016 4:00:00 PM,81
401,1503960366,4/28/2016 5:00:00 PM,72
402,1503960366,4/28/2016 6:00:00 PM,138
403,1503960366,4/28/2016 7:00:00 PM,56
404,1503960366,4/28/2016 8:00:00 PM,151
405,1503960366,4/28/2016 9:00:00 PM,103
406,1503960366,4/28/2016 10:00:00 PM,55
407,1503960366,4/28/2016 11:00:00 PM,121
408,1503960366,4/29/2016 12:00:00 AM,65
409,1503960366,4/29/2016 1:00:00 AM,49
410,1503960366,4/29/2016 2:00:00 AM,54
411,1503960366,4/29/2016 3:00:00 AM,47
412,1503960366,4/29/2016 4:00:00 AM,47
413,1503960366,4/29/2016 5:00:00 AM,48
414,1503960366,4/29/2016 6:00:00 AM,47
415,1503960366,4/29/2016 7:00:00 AM,52
416,1503960366,4/29/2016 8:00:00 AM,67
417,1503960366,4/29/2016 9:00:00 AM,142
418,1503960366,4/29/2016 10:00:00 AM,60
419,1503960366,4/29/2016 11:00:00 AM,60
420,1503960366,4/29/2016 12:00:00 PM,65
421,1503960366,4/29/2016 1:00:00 PM,62
422,1503960366,4/29/2016 2:00:00 PM,136
423,1503960366,4/29/2016 3:00:00 PM,110
424,1503960366,4/29/2016 4:00:00 PM,73
425,1503960366,4/29/2016 5:00:00 PM,75
426,1503960366,4/29/2016 6:00:00 PM,60
427,1503960366,4/29/2016 7:00:00 PM,71
428,1503960366,4/29/2016 8:00:00 PM,80
429,1503960366,4/29/2016 9:00:00 PM,118
430,1503960366,4/29/2016 10:00:00 PM,111
431,1503960366,4/29/2016 11:00:00 PM,140
432,1503960366,4/30/2016 12:00:00 AM,51
433,1503960366,4/30/2016 1:00:00 AM,57
434,1503960366,4/30/2016 2:00:00 AM,47
435,1503960366,4/30/2016 3:00:00 AM,49
436,1503960366,4/30/2016 4:00:00 AM,47
437,1503960366,4/30/2016 5:00:00 AM,48
438,1503960366,4/30/2016 6:00:00 AM,48
439,1503960366,4/30/2016 7:00:00 AM,48
440,1503960366,4/30/2016 8:00:00 AM,52
441,1503960366,4/30/2016 9:00:00 AM,64
442,1503960366,4/30/2016 10:00:00 AM,72
443,1503960366,4/30/2016 11:00:00 AM,62
444,1503960366,4/30/2016 12:00:00 PM,58
445,1503960366,4/30/2016 1:00:00 PM,65
446,1503960366,4/30/2016 2:00:00 PM,85
447,1503960366,4/30/2016 3:00:00 PM,94
448,1503960366,4/30/2016 4:00:00 PM,203
449,1503960366,4/30/2016 5:00:00 PM,160
450,1503960366,4/30/2016 6:00:00 PM,159
451,1503960366,4/30/2016 7:00:00 PM,60
452,1503960366,4/30/2016 8:00:00 PM,62
453,1503960366,4/30/2016 9:00:00 PM,96
454,1503960366,4/30/2016 10:00:00 PM,144
455,1503960366,4/30/2016 11:00:00 PM,116
456,1503960366,5/1/2016 12:00:00 AM,64
457,1503960366,5/1/2016 1:00:00 AM,60
458,1503960366,5/1/2016 2:00:00 AM,50
459,1503960366,5/1/2016 3:00:00 AM,48
460,1503960366,5/1/2016 4:00:00 AM,47
461,1503960366,5/1/2016 5:00:00 AM,48
462,1503960366,5/1/2016 6:00:00 AM,47
463,1503960366,5/1/2016 7:00:00 AM,52
464,1503960366,5/1/2016 8:00:00 AM,56
465,1503960366,5/1/2016 9:00:00 AM,67
466,1503960366,5/1/2016 10:00:00 AM,61
467,1503960366,5/1/2016 11:00:00 AM,65
468,1503960366,5/1/2016 12:00:00 PM,66
469,1503960366,5/1/2016 1:00:00 PM,57
470,1503960366,5/1/2016 2:00:00 PM,91
471,1503960366,5/1/2016 3:00:00 PM,81
472,1503960366,5/1/2016 4:00:00 PM,97
473,1503960366,5/1/2016 5:00:00 PM,108
474,1503960366,5/1/2016 6:00:00 PM,159
475,1503960366,5/1/2016 7:00:00 PM,71
476,1503960366,5/1/2016 8:00:00 PM,59
477,1503960366,5/1/2016 9:00:00 PM,86
478,1503960366,5/1/2016 10:00:00 PM,127
479,1503960366,5/1/2016 11:00:00 PM,161
480,1503960366,5/2/2016 12:00:00 AM,50
481,1503960366,5/2/2016 1:00:00 AM,59
482,1503960366,5/2/2016 2:00:00 AM,47
483,1503960366,5/2/2016 3:00:00 AM,49
484,1503960366,5/2/2016 4:00:00 AM,47
485,1503960366,5/2/2016 5:00:00 AM,47
486,1503960366,5/2/2016 6:00:00 AM,47
487,1503960366,5/2/2016 7:00:00 AM,51
488,1503960366,5/2/2016 8:00:00 AM,68
489,1503960366,5/2/2016 9:00:00 AM,142
490,1503960366,5/2/2016 10:00:00 AM,82
491,1503960366,5/2/2016 11:00:00 AM,78
492,1503960366,5/2/2016 12:00:00 PM,153
493,1503960366,5/2/2016 1:00:00 PM,107
494,1503960366,5/2/2016 2:00:00 PM,75
495,1503960366,5/2/2016 3:00:00 PM,76
496,1503960366,5/2/2016 4:00:00 PM,88
497,1503960366,5/2/2016 5:00:00 PM,73
498,1503960366,5/2/2016 6:00:00 PM,68
499,1503960366,5/2/2016 7:00:00 PM,73
500,1503960366,5/2/2016 8:00:00 PM,231
501,1503960366,5/2/2016 9:00:00 PM,119
502,1503960366,5/2/2016 10:00:00 PM,106
503,1503960366,5/2/2016 11:00:00 PM,80
504,1503960366,5/3/2016 12:00:00 AM,54
505,1503960366,5/3/2016 1:00:00 AM,58
506,1503960366,5/3/2016 2:00:00 AM,49
507,1503960366,5/3/2016 3:00:00 AM,57
508,1503960366,5/3/2016 4:00:00 AM,47
509,1503960366,5/3/2016 5:00:00 AM,47
510,1503960366,5/3/2016 6:00:00 AM,50
511,1503960366,5/3/2016 7:00:00 AM,51
512,1503960366,5/3/2016 8:00:00 AM,64
513,1503960366,5/3/2016 9:00:00 AM,114
514,1503960366,5/3/2016 10:00:00 AM,99
515,1503960366,5/3/2016 11:00:00 AM,74
516,1503960366,5/3/2016 12:00:00 PM,81
517,1503960366,5/3/2016 1:00:00 PM,83
518,1503960366,5/3/2016 2:00:00 PM,88
519,1503960366,5/3/2016 3:00:00 PM,136
520,1503960366,5/3/2016 4:00:00 PM,103
521,1503960366,5/3/2016 5:00:00 PM,89
522,1503960366,5/3/2016 6:00:00 PM,191
523,1503960366,5/3/2016 7:00:00 PM,58
524,1503960366,5/3/2016 8:00:00 PM,50
525,1503960366,5/3/2016 9:00:00 PM,109
526,1503960366,5/3/2016 10:00:00 PM,163
527,1503960366,5/3/2016 11:00:00 PM,77
528,1503960366,5/4/2016 12:00:00 AM,79
529,1503960366,5/4/2016 1:00:00 AM,53
530,1503960366,5/4/2016 2:00:00 AM,47
531,1503960366,5/4/2016 3:00:00 AM,47
532,1503960366,5/4/2016 4:00:00 AM,47
533,1503960366,5/4/2016 5:00:00 AM,47
534,1503960366,5/4/2016 6:00:00 AM,47
535,1503960366,5/4/2016 7:00:00 AM,47
536,1503960366,5/4/2016 8:00:00 AM,53
537,1503960366,5/4/2016 9:00:00 AM,125
538,1503960366,5/4/2016 10:00:00 AM,87
539,1503960366,5/4/2016 11:00:00 AM,65
540,1503960366,5/4/2016 12:00:00 PM,75
541,1503960366,5/4/2016 1:00:00 PM,76
542,1503960366,5/4/2016 2:00:00 PM,152
543,1503960366,5/4/2016 3:00:00 PM,65
544,1503960366,5/4/2016 4:00:00 PM,64
545,1503960366,5/4/2016 5:00:00 PM,71
546,1503960366,5/4/2016 6:00:00 PM,145
547,1503960366,5/4/2016 7:00:00 PM,78
548,1503960366,5/4/2016 8:00:00 PM,124
549,1503960366,5/4/2016 9:00:00 PM,110
550,1503960366,5/4/2016 10:00:00 PM,63
551,1503960366,5/4/2016 11:00:00 PM,52
552,1503960366,5/5/2016 12:00:00 AM,56
553,1503960366,5/5/2016 1:00:00 AM,58
554,1503960366,5/5/2016 2:00:00 AM,52
555,1503960366,5/5/2016 3:00:00 AM,47
556,1503960366,5/5/2016 4:00:00 AM,53
557,1503960366,5/5/2016 5:00:00 AM,47
558,1503960366,5/5/2016 6:00:00 AM,49
559,1503960366,5/5/2016 7:00:00 AM,51
